pipline,fit_time,prediction_time
tadgan,71.58905112000001,3.529112686666668
tadgan,60.95563478,2.316705966666666
tadgan,0.0,0.0
tadgan,117.37324848666665,4.9775477
tadgan,0.0,0.0
tadgan,98.99836127999998,4.3339955733333335
tadgan,79.51297154,3.683413766666667
tadgan,101.4985469,6.405250646666667
tadgan,86.4912466266667,2.522136833333333
tadgan,109.30470848,4.84706876
tadgan,87.86788390666668,2.6080980866666663
tadgan,73.45505370000001,2.691948326666667
tadgan,121.99591474,5.5753731533333335
tadgan,194.45732978666666,25.073461686666665
tadgan,50.777474719999994,3.9290318666666666
tadgan,75.33792941333333,2.7920818866666663
tadgan,103.93042425999998,4.55662962
tadgan,51.383378220000004,4.560866833333334
tadgan,62.68739018666667,2.410237353333333
tadgan,115.71853567333332,5.532919293333332
tadgan,131.00048811333332,17.787747919999997
tadgan,101.54276403333333,4.12121692
tadgan,98.86662412,4.617603053333335
tadgan,85.89640148,2.57510942
tadgan,93.75084295333335,4.207967653333333
tadgan,111.21800351333329,4.962085806666667
tadgan,101.08548010666667,3.8926173066666667
tadgan,73.11995131333333,3.752039493333333
tadgan,106.34003903333334,5.7279334466666665
tadgan,20.05721428,14.338613853333333
tadgan,58.455855966666675,1.20677222
tadgan,70.49889498666667,4.02947234
tadgan,98.61656047333334,4.578703973333334
tadgan,102.58470746,4.816157020000001
tadgan,60.78769739333333,2.315237966666667
tadgan,63.99091842000001,1.5669310666666667
tadgan,50.11894002666666,8.87951328
tadgan,51.446903453333334,4.5788034799999995
tadgan,71.25132526666668,4.079434093333333
tadgan,69.94456910000001,5.015313933333332
tadgan,82.8018713,2.6377304933333336
tadgan,73.60228602666666,2.7341825933333332
tadgan,79.62374875333333,3.8310551133333335
tadgan,78.83890636666666,3.4894855533333344
tadgan,74.02331138666668,3.707913926666667
tadgan,54.19883565333333,1.3834111466666668
tadgan,200.43629446,14.80716342
tadgan,115.73757930666666,4.226462473333332
tadgan,117.07560951333333,4.4849523
tadgan,60.71821429333332,1.9062795199999998
tadgan,84.87302448666667,4.023360926666666
tadgan,57.107206573333336,1.0683213866666668
tadgan,80.12420882666666,3.1876873666666667
tadgan,58.243145073333324,1.27725928
tadgan,103.60382020666667,4.149150206666667
tadgan,95.82724178,4.3166448666666675
tadgan,35.31775189333334,1.5933892933333331
tadgan,51.951702100000006,3.9414554533333344
tadgan,31.159185873333325,0.6722680866666667
tadgan,84.78899524666666,1.98040302
tadgan,75.03491332666665,2.4719844666666666
tadgan,101.07307919333333,5.309577033333333
tadgan,72.34067618,3.3136078733333334
tadgan,77.58682877333332,3.365538406666667
tadgan,136.52050457333334,12.903745686666667
tadgan,59.53145468,1.69323338
tadgan,146.41858688666667,25.654693733333332
tadgan,80.62007342666669,4.973879926666665
tadgan,155.06009826,24.01641886
tadgan,56.440865433333336,3.5651695399999994
tadgan,143.4313771333333,17.054184673333335
tadgan,193.80511034,32.35137618666667
tadgan,61.71791678666667,3.8035518800000006
tadgan,69.49904094666667,3.4815073200000004
tadgan,88.45092086000001,3.48395952
tadgan,117.21183103333334,6.1441842200000005
tadgan,111.20739385333334,5.7572339266666654
tadgan,91.30152872666667,1.66860374
tadgan,84.01550660666666,3.1010951466666667
tadgan,80.42320404666667,2.5402858066666667
arima,0.006061233333333333,1.4481808800000002
arima,0.011631279999999999,2.036514846666667
arima,0.024173026666666667,4.47380896
arima,0.0058606866666666676,1.8067700133333335
arima,0.058905499999999986,10.14204424
arima,0.048204859999999995,5.259625259999999
arima,0.02868139333333333,2.2114255733333334
arima,0.04985371333333334,16.254061
arima,0.012136606666666667,2.3049440266666665
arima,0.050381466666666666,9.959673286666666
arima,0.005973106666666667,1.8884891000000001
arima,0.005912966666666668,2.6372595266666665
arima,0.010642226666666666,3.12047056
arima,0.00928932,1.2226925266666668
arima,0.01184728,2.8773100133333327
arima,0.018673406666666666,3.0852866466666664
arima,0.07041972666666667,14.675162146666668
arima,0.00659932,1.9167910133333332
arima,0.011449639999999999,2.3363456266666667
arima,0.03257412666666667,5.111169066666666
arima,0.0101456,1.3211770200000001
arima,0.004945,1.6329876200000002
arima,0.005941419999999999,2.4663094866666664
arima,0.00868174,1.7923935199999999
arima,0.015992946666666667,1.7103923599999995
arima,0.10525326666666666,12.842595979999999
arima,0.025449346666666664,1.435777646666667
arima,0.011202366666666665,4.555943586666666
arima,0.018540666666666667,2.53446012
arima,0.0029052600000000002,1.8039738600000002
arima,0.004405586666666667,2.201372813333334
arima,0.012566860000000001,0.0
arima,0.09384106,13.961916173333336
arima,0.007219713333333335,1.9756831933333343
arima,0.022683706666666668,1.5971375399999999
arima,0.03029852,1.1730471399999998
arima,0.007894373333333333,2.400565686666666
arima,0.010052293333333335,1.732384866666667
arima,0.009658680000000001,3.155417733333333
arima,0.006980746666666667,2.718137073333333
arima,0.026414100000000003,1.6638626666666667
arima,0.01695414666666667,2.9861805599999998
arima,0.00628118,0.0
arima,0.01122624,44.88401654
arima,0.008859926666666667,1.8098674000000001
arima,0.007089280000000001,1.40606118
arima,0.009310506666666668,2.378415659999999
arima,0.07470902,19.672757606666668
arima,0.010772866666666665,3.4491792466666666
arima,0.0071093266666666655,2.2244314866666675
arima,0.05191918,5.503967526666667
arima,0.008476366666666667,1.2804293266666666
arima,0.058345079999999994,10.736340126666667
arima,0.026137933333333332,4.962593800000001
arima,0.011173833333333332,7.66135484
arima,0.006814086666666666,1.9241919466666666
arima,0.006480273333333333,1.7824791933333333
arima,0.0169484,2.0669893533333332
arima,0.05067265333333334,7.429832966666666
arima,0.01982018,0.0
arima,0.013441680000000001,13.121130346666668
arima,0.015179340000000001,5.983232913333334
arima,0.01997398,11.03262068
arima,0.0117166,81.77464908
arima,0.02181426666666667,13.529993466666667
arima,0.02120097333333333,2.0105386866666666
arima,0.05766412666666666,10.628387779999999
arima,0.013816193333333338,2.8052175733333335
arima,0.04426885333333332,1.52693578
arima,0.0071700466666666665,1.6370137466666668
arima,0.009615093333333331,2.03589326
arima,0.06685792,12.159705366666667
arima,0.006128326666666666,1.7688848733333336
arima,0.012614846666666667,2.31957044
arima,0.013082739999999999,2.4554110733333334
arima,0.008856826666666666,2.5554078933333333
arima,0.006974360000000003,1.92682216
arima,0.051029726666666664,13.461184026666666
arima,0.06354590666666667,10.372776846666666
arima,0.047645613333333336,6.227295753333333
lstm_autoencoder,5.370700219999999,0.28417838
lstm_autoencoder,5.630666246666668,0.14071467333333335
lstm_autoencoder,2.106267926666667,0.21892118000000002
