pipline,fit_time,prediction_time
lstm_autoencoder,3.4336211066666653,0.14855706
lstm_autoencoder,4.101267946666667,0.13539725333333336
lstm_autoencoder,2.2086307933333336,0.10838495333333333
lstm_autoencoder,3.139355746666667,0.30206721333333336
lstm_autoencoder,3.4089571333333333,0.08368983999999999
lstm_autoencoder,2.5303985466666665,0.11185147333333335
lstm_autoencoder,2.280596586666667,0.10584832666666667
lstm_autoencoder,4.005008986666667,0.14203048000000001
lstm_autoencoder,3.8091531266666667,0.22967086
lstm_autoencoder,3.977921293333334,0.13814258
lstm_autoencoder,2.9545349133333336,0.21969086
lstm_autoencoder,2.513664653333333,0.1870661
lstm_autoencoder,4.151231946666667,0.15438208666666667
lstm_autoencoder,3.0229665800000003,0.12061770000000001
lstm_autoencoder,3.6702219933333335,0.13703426
lstm_autoencoder,4.275859033333332,0.09358687333333333
lstm_autoencoder,2.5669712666666666,0.11950479333333335
lstm_autoencoder,3.1403419133333332,0.1402235066666667
lstm_autoencoder,3.729596326666668,0.13017737333333335
lstm_autoencoder,3.25426948,0.31127987333333335
lstm_autoencoder,3.4017576133333334,0.12914530666666665
lstm_autoencoder,3.5823303933333333,0.36419376
lstm_autoencoder,3.9716041000000004,0.10461182666666666
lstm_autoencoder,4.579554953333335,0.32014260666666666
lstm_autoencoder,4.221124526666667,0.10364328
lstm_autoencoder,3.26565536,0.11229550666666668
lstm_autoencoder,4.686249653333333,0.13573269999999998
lstm_autoencoder,2.121248513333333,0.11660266
lstm_autoencoder,3.669535133333334,0.10335058666666667
lstm_autoencoder,3.3490821533333337,0.27777647333333333
lstm_autoencoder,2.6719251466666667,0.09582923333333333
lstm_autoencoder,2.55287032,0.13720914
lstm_autoencoder,3.7860040333333327,0.15322288666666664
lstm_autoencoder,1.7032432533333333,0.13608640000000002
lstm_autoencoder,4.86237676,0.18368543333333331
lstm_autoencoder,3.859276733333332,0.09802002
lstm_autoencoder,3.9330991,0.14812601333333333
lstm_autoencoder,2.3567672399999995,0.11025736666666668
lstm_autoencoder,4.605357126666667,0.13144343333333333
lstm_autoencoder,3.668661626666667,0.11136128000000002
lstm_autoencoder,2.6972240000000007,0.14045463333333336
lstm_autoencoder,4.017065246666665,0.60945182
lstm_autoencoder,2.5082138466666666,0.1302274066666667
lstm_autoencoder,4.435297520000001,0.12895925333333333
lstm_autoencoder,2.551684926666667,0.11687502000000002
lstm_autoencoder,3.13680168,0.11951579333333333
lstm_autoencoder,5.118180119999999,0.11908617333333335
lstm_autoencoder,4.061580466666666,0.18267136
lstm_autoencoder,4.996438853333334,0.09601606
lstm_autoencoder,3.5848139,0.13619632
lstm_autoencoder,3.6217426799999997,0.08757224
lstm_autoencoder,2.85188442,0.13569765333333333
lstm_autoencoder,3.9877136933333333,0.15430742666666666
lstm_autoencoder,3.480437233333332,0.19023303333333333
lstm_autoencoder,3.8424326799999995,0.25965568
lstm_autoencoder,3.935905766666667,0.17136058666666665
lstm_autoencoder,2.997753686666667,0.12148690666666664
lstm_autoencoder,3.902637273333333,0.11818233333333329
lstm_autoencoder,3.2290820666666664,0.26737735333333335
lstm_autoencoder,3.8909458866666657,0.17390844000000003
lstm_autoencoder,4.945585220000001,0.16237336666666666
lstm_autoencoder,4.8656038399999995,0.15700988
lstm_autoencoder,5.6193366,0.15375290666666663
lstm_autoencoder,3.20774706,0.12088448666666667
lstm_autoencoder,2.0898445866666666,0.11111007333333334
lstm_autoencoder,3.7133391600000003,0.12124930666666667
lstm_autoencoder,3.9095618066666677,0.10498115333333334
lstm_autoencoder,4.690701626666667,0.14209223333333335
lstm_autoencoder,2.6864703266666665,0.09368598
lstm_autoencoder,4.557370893333332,0.15940281333333334
lstm_autoencoder,4.431454373333333,0.14240657999999998
lstm_autoencoder,4.815841193333333,0.19288274
lstm_autoencoder,4.011182933333332,0.10825472
lstm_autoencoder,2.9986908466666664,0.10996039999999999
lstm_autoencoder,2.792721573333333,0.10442092666666666
lstm_autoencoder,3.8149664,0.11898212666666666
lstm_autoencoder,4.859375026666666,0.15949353333333333
