,pipline,fit_time,prediction_time
0,Bayesian_lstm,1.3707518100738525,0.050268030166625975
1,Bayesian_lstm,0.5661332607269287,0.03710846900939942
2,Bayesian_lstm,1.4009093999862672,0.043017911911010745
3,Bayesian_lstm,1.3993377923965453,0.049281907081604
4,Bayesian_lstm,1.6361474990844727,0.1067154884338379
5,Bayesian_lstm,1.3149124383926392,0.039519214630126955
6,Bayesian_lstm,1.2407780170440674,0.04588165283203125
7,Bayesian_lstm,1.2935220718383789,0.04354581832885742
8,Bayesian_lstm,0.463193416595459,0.04486687183380127
9,Bayesian_lstm,0.7105849742889404,0.047560501098632815
10,Bayesian_lstm,0.6899987459182739,0.04699506759643555
11,Bayesian_lstm,1.374609613418579,0.06768934726715088
12,Bayesian_lstm,1.6298987865447998,0.07825243473052979
13,Bayesian_lstm,2.2333983182907104,0.051121759414672854
14,Bayesian_lstm,0.26448211669921873,0.02062087059020996
15,Bayesian_lstm,0.44828779697418214,0.02940514087677002
16,Bayesian_lstm,1.2505141496658325,0.04119796752929687
17,Bayesian_lstm,0.9741514921188354,0.04176847934722901
18,Bayesian_lstm,2.0574337005615235,0.05021736621856689
